Layer,Name,GEOID,Population,Longitude,Latitude,MCD_2020-2024,MCD_2020-2024_se,EMP_2020-2024,EMP_2020-2024_se,EKW_2024,EKW_2024_se,RITB_2022,RITB_2022_se,EKR_2024,EKR_2024_se,ADI_2023,ADI_2023_se,HDX_2020-2024,HDX_2020-2024_se,INC_2020-2024,INC_2020-2024_se,PCI_2020-2024,PCI_2020-2024_se,POV_2020-2024,POV_2020-2024_se,SLA-S_2020-2024,SLA-S_2020-2024_se
Census tract,Tract 2004.02,17031200402,4192,-87.72967890,41.91963480,26.587482868889907,5.704304464012071,42.07400639561444,4.5924958932276905,13.56,,85.0,,72.08,,49.666666666666664,,59.27650766770157,,80784.0,11708.814589665653,28870.0,2964.7416413373858,6.441297396071266,2.565173229088035,8.125,4.915784576602213
Census tract,Tract 2101,17031210100,4066,-87.70054420,41.94465710,13.55206847360913,3.3399235090112263,68.1169757489301,4.820614246615233,17.22,,48.0,,72.08,,24.666666666666668,,7.692398155988334,,115018.0,7184.802431610942,70063.0,8879.0273556231,7.845013154747668,3.8437254434274397,18.70748299319728,8.148726659551052
Census tract,Tract 2104,17031210400,2912,-87.73030570,41.93574500,37.00499168053245,11.177997710560073,48.0865224625624,8.87473729675785,13.75,,62.0,,72.08,,44.5,,81.53165867,,71183.0,4979.331306990882,32271.0,4702.73556231003,30.04349280695885,11.01264723716973,21.95945945945946,6.9792769892642506
Census tract,Tract 2105.01,17031210501,3555,-87.72233010,41.93740130,20.04139358399448,6.593257953697898,60.67609520524319,3.097023772845441,17.25,,48.0,,72.08,,32.5,,50.59271803556308,,76379.0,8653.495440729483,45425.0,4770.820668693009,28.665056916178,7.257882836582854,50.30674846625767,38.47569244520641
Census tract,Tract 2105.02,17031210502,4099,-87.72205240,41.93378460,29.74418604651163,5.575982861837298,44.13953488372093,3.8955658035371403,15.11,,53.0,,72.08,,30.333333333333332,,59.47878445761596,,78881.0,5238.297872340426,37355.0,3505.1671732522796,16.72093023255814,6.186718642811048,10.103626943005182,5.686474666168574
Census tract,Tract 2106.01,17031210601,2717,-87.71221400,41.93763560,14.5919208573784,5.014845496512168,64.26215993404782,5.90075647342242,13.67,,66.0,,72.08,,27.666666666666668,,56.75980807225515,,84271.0,26093.009118541035,56560.0,7077.203647416413,9.810387469084914,3.208521213345193,11.029411764705882,6.714359705341972
Census tract,Tract 2106.02,17031210602,4148,-87.71257200,41.93416300,22.602739726027394,5.9182312530807355,60.12176560121766,2.8507659964520213,15.06,,49.0,,72.08,,33.0,,71.70829805249788,,87571.0,6092.401215805471,44980.0,4850.455927051672,12.278031456113649,3.5887113551510033,36.901408450704224,5.038122348798299
Census tract,Tract 2107,17031210700,3907,-87.70384010,41.93570290,8.012735473600424,5.60072892341763,64.0488193154683,8.062453453605928,14.0,,47.0,,72.08,,25.333333333333332,,13.661915514159377,,89196.0,19996.960486322187,52411.0,5965.95744680851,4.404351286813479,1.463474208095394,48.04177545691906,16.360011832183577
Census tract,Tract 2108,17031210800,986,-87.69893340,41.93574550,6.5543071161048685,2.3205655805220875,67.50936329588015,1.8639795486059507,18.0,,43.0,,72.08,,25.0,,26.97925486875529,,104701.0,6854.711246200608,52303.0,3600.0,4.664179104477612,1.7094557256021983,0.0,17.462743456354705
Census tract,Tract 2109,17031210900,3170,-87.69311820,41.93483720,9.281045751633988,3.86066596080231,68.26797385620915,5.478698071006416,16.08,,39.0,,72.08,,17.0,,39.75091730172171,,101288.0,15762.310030395136,69613.0,5389.665653495441,11.143790849673204,3.999016385245173,37.53280839895013,15.338874438402406
Census tract,Tract 2203,17031220300,2207,-87.69508630,41.92846470,8.23473734027449,2.816874535102805,77.1888310459063,6.162005118613112,14.67,,39.0,,72.08,,24.5,,8.0616709,,101875.0,10870.516717325228,70548.0,5902.127659574468,7.903454803596782,2.8239819319986244,23.88888888888889,12.442480765266316
Census tract,Tract 2204,17031220400,2579,-87.69996840,41.92843140,9.130434782608695,3.536273676618547,70.23715415019764,4.392420125447506,16.0,,40.0,,72.08,,12.0,,9.805720199454322,,126273.0,13108.814589665653,84170.0,10683.282674772036,12.22532960447463,4.064206280726722,54.07239819004525,22.348679120751832
Census tract,Tract 2205,17031220500,2751,-87.70498770,41.92833430,5.799102519848119,2.4489384406035257,70.003451846738,2.4485344052747013,15.99,,38.04159677656964,,72.08,,19.0,,13.158575595070092,,102552.0,5670.516717325228,68680.0,5736.170212765957,9.80256321440942,2.961889695371069,33.33333333333333,12.399627874682212
Census tract,Tract 2206.01,17031220601,1635,-87.71288360,41.92582520,5.059523809523809,1.3065785362759599,81.42857142857143,6.559558117093307,15.0,,48.0,,68.74,,15.0,,1.9251575877316776,,134000.0,5266.261398176292,82613.0,10069.908814589666,1.488095238095238,0.8226544389861433,36.283185840707965,27.0741844431475
Census tract,Tract 2206.02,17031220602,4877,-87.71208600,41.92939600,12.5890190673099,4.626911332506697,71.19228118538939,4.436583432885544,15.77,,44.0,,72.08,,19.25,,30.6672782011478,,77650.0,6857.75075987842,66211.0,5778.723404255319,13.737652193889272,3.876578965092587,83.33333333333334,26.3824182704359
Census tract,Tract 2207.01,17031220701,2920,-87.72156510,41.92615540,10.698000701508242,4.2215225695833745,68.99333567169414,5.567677561514742,13.06,,55.0,,67.0,,27.333333333333332,,27.73544077523756,,77904.0,11257.142857142857,50334.0,6233.434650455927,10.206944931602946,3.6824671706345815,11.797752808988765,8.30192038717218
Census tract,Tract 2207.02,17031220702,3653,-87.72423130,41.92936870,18.21226172076249,4.148688829266107,55.87326120556414,5.846090400414053,14.92,,52.0,,70.4,,27.0,,28.50926709944492,,84167.0,11127.659574468085,44852.0,4657.142857142857,6.149870801033592,2.203701053963404,18.47826086956521,10.17826679272303
Census tract,Tract 2209.01,17031220901,2903,-87.72124830,41.91918160,24.21509686038744,3.619594429425913,50.73480293921176,4.72218273365242,13.61,,54.0,,72.08,,34.333333333333336,,57.90290714084109,,96458.0,12070.516717325228,37963.0,3850.4559270516716,10.980917308336124,2.8962550456870924,32.5,13.270039804986963
Census tract,Tract 2209.02,17031220902,2959,-87.72183570,41.92271120,22.05298013245033,4.476230780294773,62.28476821192053,7.71523707792696,15.0,,46.0,,67.61,,25.0,,47.429203123529966,,82104.0,12389.05775075988,38804.0,4225.531914893617,16.589403973509935,6.079277304921683,29.03225806451613,15.24509172083811
Census tract,Tract 2210,17031221000,2432,-87.71525260,41.92096040,20.487220447284347,4.77980917232255,44.20926517571885,5.484859044687256,13.58,,60.0,,69.07,,24.0,,40.65763477279142,,91914.0,13046.808510638297,41180.0,3795.744680851064,14.13738019169329,2.6706348444516927,34.285714285714285,26.599309138491986
Census tract,Tract 2211,17031221100,4440,-87.71036090,41.92102050,11.039959016393444,2.8304768920453514,65.52254098360656,3.6762527050470593,14.89,,39.0,,72.08,,34.0,,10.563082133784928,,104342.0,14796.352583586626,69198.0,7803.039513677812,14.350912778904664,3.1524348692011293,36.94390715667311,18.576130847843338
Census tract,Tract 2212,17031221200,2954,-87.70464990,41.92108310,25.87209302325581,7.882704555450782,52.42248062015504,3.254477651047223,17.08,,38.0,,72.08,,21.5,,23.265358923699317,,127795.0,14108.20668693009,69072.0,10463.22188449848,21.059431524547804,11.495259267911669,24.68354430379747,12.721021250026407
Census tract,Tract 2213,17031221300,3062,-87.69975410,41.92112560,11.953773925604912,4.349571316236421,73.49223546406645,5.540899234268468,17.28,,36.0,,72.08,,15.666666666666666,,13.382020886254589,,89158.0,10525.227963525836,70878.0,5283.282674772036,13.488880787458989,4.83880655714742,65.85365853658537,34.19211324757008
Census tract,Tract 2214,17031221400,3385,-87.69453200,41.92080130,7.245409015025042,2.29225384166997,77.4958263772955,5.541031840420906,17.06,,41.0,,72.08,,17.0,,2.905964813246777,,100565.0,21136.170212765956,83541.0,7948.328267477204,8.881469115191987,4.028852139606597,8.032128514056225,4.596992093041594
Census tract,Tract 2215,17031221500,2909,-87.68995130,41.92164680,18.443002780352177,5.440747711640455,58.69632375656472,5.2333405493531,16.75,,33.0,,72.08,,18.0,,13.474927086273404,,92193.0,11910.030395136779,68208.0,9475.987841945289,9.391411801050356,2.9024723708685087,45.614035087719294,9.238143613103196
Census tract,Tract 2216,17031221600,3159,-87.68509710,41.92124780,4.4920728126834994,2.394130703338283,80.5049911920141,4.285196257054621,16.29,,41.99780412604623,,72.08,,10.0,,2.125082321949384,,145625.0,18764.741641337387,96650.0,8047.41641337386,6.01060695344726,2.3954957326157977,12.322274881516588,6.731213803755868
Census tract,Tract 2222,17031222200,2156,-87.68382620,41.91590950,4.091120409112041,0.9210237336841958,75.45327754532775,4.589858799515526,17.33,,36.0,,72.08,,8.5,,0.5103960861793208,,176711.0,19902.127659574468,111662.0,10157.446808510638,3.8175046554934826,2.0382792855703866,83.33333333333334,11.782578298676766
Census tract,Tract 2225,17031222500,1415,-87.69958740,41.91568250,8.058017727639001,1.2494182511788499,79.85495568090249,7.812784912168587,15.38,,32.98026145577176,,72.08,,14.0,,2.513171511901402,,159468.0,5095.440729483283,80069.0,9472.340425531915,8.818770226537216,2.364179045333578,45.28301886792453,23.31265009596696
Census tract,Tract 2226,17031222600,1599,-87.70447980,41.91563880,12.35494880546075,4.254118949343495,62.32081911262799,6.033677767036875,16.0,,39.0,,72.08,,24.0,,23.478219964248755,,97632.0,9582.978723404256,61419.0,5520.9726443769,6.96245733788396,2.962940612624818,31.506849315068493,16.828765099687253
Census tract,Tract 2227,17031222700,2082,-87.71020580,41.91550090,26.204523107177973,6.348668252374021,52.16322517207473,7.960928899544602,14.83,,45.0,,72.08,,29.5,,47.85610123247719,,88158.0,3294.224924012158,47525.0,5303.343465045593,20.993117010816125,9.971923964358787,46.66666666666666,13.11882474474089
Census tract,Tract 2228,17031222800,960,-87.71509530,41.91543490,21.375661375661377,4.854151821374742,55.87301587301587,9.21179071136873,13.83,,57.0,,72.08,,32.0,,50.46688305579076,,73403.0,20850.455927051673,44290.0,7872.948328267477,22.18649517684888,7.245732310643773,34.04255319148936,28.4490327783429
Census tract,Tract 2229,17031222900,1089,-87.72007440,41.91556440,29.718189581554228,9.277521745272638,57.72843723313408,10.63947829471982,16.33,,40.0,,72.08,,30.0,,38.38437294195126,,92386.0,24405.47112462006,49496.0,8751.975683890578,8.539709649871904,3.7812955834454085,6.25,17.95522654351295
Census tract,Tract 2301,17031230100,1504,-87.70436550,41.91200800,19.5910290237467,6.907034914273517,62.532981530343015,9.541202022549493,14.33,,56.0,,72.08,,16.0,,49.37905729607677,,84453.0,18975.683890577508,68352.0,9075.987841945289,28.43007915567282,7.12079347801415,66.66666666666666,17.726497542678903
Census tract,Tract 2302,17031230200,1834,-87.71008440,41.91186880,18.07851239669421,4.9133216938224455,69.88636363636364,8.516549712654701,16.33,,62.0,,72.08,,26.0,,31.97854925204629,,96471.0,22018.844984802432,50297.0,6380.547112462006,15.030991735537192,7.722336032332763,0.0,100.0
Census tract,Tract 2303,17031230300,956,-87.71498840,41.91178660,31.954498448810757,7.747371955319328,47.46639089968976,11.448687237986345,11.83,,78.0,,72.08,,33.0,,87.89396932919371,,68229.0,10793.920972644377,25427.0,4725.227963525836,25.232678386763187,8.527008191626228,0.0,22.352311624134025
Census tract,Tract 2304,17031230400,2235,-87.72155190,41.91182020,23.232799245994347,5.841793590505596,48.91611687087653,6.336995893777231,14.77,,65.00076081599927,,72.08,,35.5,,75.89260513688964,,104050.0,14544.68085106383,38436.0,5818.237082066869,18.897266729500476,9.820574543303835,32.857142857142854,11.893826687434666
Census tract,Tract 2305,17031230500,3419,-87.73394340,41.91168920,53.4712768853798,4.286177843667217,27.30737816498775,5.8051075700746635,15.01,,73.04013208952362,,72.08,,54.0,,86.55564963778342,,48371.0,10155.623100303952,22442.0,2485.714285714286,25.78273890552682,6.702487138335134,9.169054441260744,5.640783603128136
Census tract,Tract 2306,17031230600,6817,-87.73399860,41.90615500,38.44092286180378,1.943315863645366,24.27173153111163,6.221307876607112,15.44,,78.0,,72.08,,56.0,,97.30454417160598,,59351.0,14942.857142857143,18308.0,2568.38905775076,19.80853327029902,6.899725040752225,30.462184873949575,15.775469294554716
Census tract,Tract 2307,17031230700,6218,-87.72153970,41.90632290,38.98971000935454,12.343084963229515,27.521047708138447,4.307162140471691,14.88,,68.0,,72.08,,44.0,,94.39975538620754,,36820.0,11301.519756838905,23766.0,3262.0060790273556,42.20287660862982,13.323192963736748,29.024676850763807,9.717925569349525
Census tract,Tract 2308,17031230800,1234,-87.71495300,41.90583960,20.84592145015106,4.388783479458857,51.86304128902316,8.41241255365069,13.17,,88.0,,72.08,,47.0,,70.07009125976103,,65648.0,15853.495440729483,30614.0,3328.87537993921,14.732593340060546,3.63460005049064,48.51485148514851,16.840694598620253
Census tract,Tract 2309,17031230900,5044,-87.71035050,41.90669180,28.69365609348915,5.136957326362683,54.06928213689483,6.586899439631541,12.5,,77.0,,72.08,,26.0,,76.39124094458556,,71224.0,8556.231003039513,38851.0,3858.966565349544,24.82180293501048,6.13452495972227,13.100436681222709,5.257257855825208
Census tract,Tract 2311,17031231100,1214,-87.71506840,41.89925420,29.246794871794872,4.9127823371035975,41.105769230769226,10.642668705633001,13.0,,88.0,,69.6,,53.0,,63.92887383573243,,60859.0,16061.398176291794,36549.0,6757.446808510638,12.5,4.104205451446282,20.994475138121548,7.823897245289471
Census tract,Tract 2312,17031231200,5983,-87.72131530,41.89906140,47.45818301082322,8.364921407900797,29.189898327320435,5.996094200026977,14.17,,77.0,,69.81,,81.0,,95.40408316868944,,40122.0,7811.550151975684,16562.0,2182.370820668693,45.14003294892916,9.739528561277206,25.365853658536587,8.011559946933971
Census tract,Tract 2315,17031231500,5655,-87.71865250,41.89173570,45.29363110008271,8.657755141678956,26.74937965260546,5.520445179604059,14.56,,71.0,,42.97,,72.0,,91.41734876,,30637.0,5174.468085106383,23069.0,3517.933130699088,26.220016542597183,5.389816061604461,41.243862520458265,9.507616445470529
Census tract,Tract 2402,17031240200,1556,-87.67018160,41.91244170,12.736660929432016,4.836363458424353,63.683304647160064,11.411296156392858,16.67,,37.0,,72.08,,5.0,,2.488474927086273,,168862.0,14849.240121580548,99158.0,14466.869300911854,8.250438853130486,3.5387777523459167,37.71626297577855,18.201862974001532
Census tract,Tract 2403,17031240300,1362,-87.67506770,41.91236930,0.0,0.6083707130338745,83.44880677444188,4.10371836945004,17.83,,25.0,,72.08,,7.0,,0.1211308683789632,,171528.0,19027.963525835865,145927.0,19222.492401215804,2.155504234026174,1.1546368129904987,22.857142857142858,14.144213672536177
Census tract,Tract 2405,17031240500,2610,-87.68362670,41.91196830,2.1468441391155,1.5778096056718693,92.57191927866036,4.029137702635173,17.33,,24.0,,72.08,,16.0,,0.1528836202841283,,184580.0,9546.504559270517,129229.0,10035.866261398176,0.55817947617003,0.5190693554778132,12.12121212121212,14.065423114296056
Census tract,Tract 2406,17031240600,1489,-87.68971110,41.91213410,7.590569292696952,2.8214344472089605,83.84128809660724,3.493530747653411,15.33,,32.0,,67.97,,16.0,,1.1031141217424028,,170625.0,18685.714285714286,101192.0,11170.212765957447,9.393232205367562,2.5284527087117685,100.0,5.789549862498149
Census tract,Tract 2407,17031240700,1499,-87.69459860,41.91208780,11.000662690523528,3.3526194914873386,73.0284956925116,7.389202618428074,13.67,,51.99999999999999,,72.08,,13.0,,13.198560541913633,,95921.0,29522.796352583588,81375.0,12711.246200607902,18.886679920477132,5.5817327403060855,46.56488549618321,18.145895070907006
Census tract,Tract 2408,17031240800,1687,-87.69948760,41.91204830,27.365079365079364,4.448127418525994,59.55555555555555,5.408684517434984,14.92,,31.000000000000004,,72.08,,15.0,,14.18289585097375,,79643.0,16880.243161094226,57586.0,6782.978723404255,12.818877551020408,3.7525674081529456,28.57142857142857,15.97687169451653
Census tract,Tract 2409,17031240900,1122,-87.69862330,41.90484480,9.623095429029672,2.576160022982146,69.20609462710505,9.114866425554025,15.0,,42.0,,72.08,,27.0,,24.28497506820961,,100854.0,12445.592705167173,56888.0,5418.844984802431,8.293075684380032,3.4564611179496785,34.69387755102041,7.791443868826901
Census tract,Tract 2410,17031241000,2363,-87.69453420,41.90796860,19.92294991744634,3.8691996715010144,56.52173913043478,4.108075928541141,13.83,,59.0,,72.08,,27.5,,35.349045065387145,,98304.0,17451.671732522795,65112.0,6475.987841945289,16.840946615299945,3.124645610108459,20.0,9.366432476085297
Census tract,Tract 2411,17031241100,3574,-87.68958010,41.90664030,16.23785020011435,3.6755212216427666,62.778730703259,3.775661208370677,13.42,,50.0,,62.23,,25.5,,10.68656505786057,,101016.0,10438.905775075988,67014.0,4065.045592705167,13.96551724137931,3.1937419144557677,51.5625,20.981484378819903
Census tract,Tract 2412,17031241200,1714,-87.68468570,41.90670700,6.796690307328605,2.65569397462189,76.06382978723404,5.553137346677798,17.0,,36.0,,59.68,,17.0,,1.6687835167936778,,151891.0,13356.231003039513,110888.0,8587.234042553191,11.176818450620935,3.0241319324212257,71.81208053691275,22.63019759432368
Census tract,Tract 2413,17031241300,1848,-87.68102500,41.90677160,7.949308755760369,4.659854655438961,78.3410138248848,3.266260381250327,15.83,,33.0,,68.04,,13.0,,1.0842976761689718,,173929.0,16214.589665653495,111321.0,8838.905775075988,9.56221198156682,4.7867102770888925,5.376344086021505,6.1451544235846205
Census tract,Tract 2414,17031241400,5273,-87.67531370,41.90603120,5.287194800632356,1.0559228377292276,79.78218865273142,1.942998168440128,16.46,,35.0,,72.08,,9.0,,0.5691974785962931,,186537.0,29665.65349544073,119183.0,15942.24924012158,4.795362726154927,1.6290608645581846,29.55801104972376,13.035226450842007
